HelyreigazitasID;SajtotermekID;CikkCim;CikkURL;CikkDatum;CikkIdo;HelyreigazitasSzoveg;HelyreigazitasURL;HelyreigazitasDatum;HelyreigazitasIdo;HelyreigazitasJelolve
933;29;Elindult Papcsák Ferenc elszámoltatása Zuglóban;https://index.hu/belfold/2015/07/02/elindult_papcsak_ferenc_elszamoltatasa_zugloban/;2015/07/02;08:05;A szerkesztésünkben megjelenő index.hu internetes hírportálon 2015. július 2-án megjelent „Elindult Papcsák elszámoltatása Zuglóban” című cikkben valótlanul állítottuk,  hogy a Hungast 14 Kft-t a zuglói közétkeztetés ellátására alapították volna. A valóság ezzel szemben az, hogy a Hungast 14 Kft. az ezen feladatot korábban ellátó Hungast-Mecsek Kft-vel azonos gazdasági társaság, melynek csupán a neve változott 2015. március 2-án.;;;;1
934;29;Teniszsátorért adott cserébe óriási budai ingatlant;https://index.hu/belfold/2012/10/19/teniszsatorert_adott_cserebe_oriasi_budai_ingatlant_tarlos_tanacsadoja/;2012/10/19;08:41;A Fővárosi Törvényszék 22.P.25.974/2012/6. számú ítéletével megállapította, hogy az alperesek a felperes jóhírnevét megsértették a www.index.hu honlap 2012. október 19. napján megjelent „Teniszsátorért adott cserébe óriási budai ingatlant” c. írásban annak valótlan állításával, hogy a felperes, dr. Mitnyan György, közreműködött a letartóztatásban lévő Portik Tamás lakhelyének cseréjében. Valójában a felperes Portik Tamással semmilyen ügyletben nem vett részt.;https://index.hu/belfold/2015/06/02/helyreigazitas/;2015/06/02;19:55;0
935;29;Floridában is van háza a gyermekrákos Baloghnak;https://index.hu/belfold/2014/03/19/floridaban_is_villaja_van_a_gyermekrakos_baloghnak/;2014/03/19;07:32;Az index.hu internetes portálon 2014. március 19. napján valótlanul állítottuk, hogy a Gyermekrák Alapítvány 79 m2-es Rákóczi téri irodáját 2007-ben 9.849.600 forintért vette meg az önkormányzattól. A valóság ugyanis az, a jogilag két helyrajzi számon, két külön ingatlanként nyilvántartott iroda ténylegesen 119 m2 alapterületű, és a Gyermekrák Alapítvány 2007-ben összesen 12.993.600 forintért vette meg az önkormányzattól.;https://index.hu/belfold/2015/02/06/helyreigazitas/;2015/02/06;21:16;0
936;29;Újabb Alexandra könyvesbolt zárt be;https://index.hu/kultur/2015/04/30/bezaras_alexandra_pecs_konyv_konyvesbolt/;2015/04/30;14:39;"Oldalunkon 2015. április 30-án megjelent Újabb Alexandra könyvesbolt zárt be című cikk az alábbi valótlan állításokat tartalmazza:

Valótlanul állítottuk, hogy Budapesten a Csepel, a Corvin és a Duna Plázában, valamint Győrben, Szegeden, Nyíregyházán és Miskolcon is megszűnt az Alexandra könyvesboltlánc.

A valóság a fenti állítással szemben az, hogy a fentiekben megjelölt üzletekben nem szűnt meg az Alexandra könyvesboltlánc, a Rainbow Üzletlánc Kft. jelenleg is üzemeltet Budapesten a Csepel, a Corvin és a Duna Plázában, valamint Győrben, Szegeden, Nyíregyházán és Miskolcon Alexandra könyvesboltlánchoz tartozó könyvesboltot, melyben a megszokott magas minőségben nyújtja szolgáltatásait vásárlói részére.

Valótlanul állítottuk, valamint valós tényt hamis színben tüntettünk fel annak állításával, hogy ez (az Alexandra könyvesboltlánchoz tartozó 3 budapesti, győri, szegedi, nyíregyházi és miskolci üzlet megszűnése) azután történt, hogy idén márciusban a Fővárosi Törvényszék megindította az Alexandra könyvesházat alapító Matyi Dezső egykori központi cégének, a Pécsi Direkt Kft.-nek a felszámolását.

A valóság a fenti állítással szemben az, hogy a Pécsi Direkt Kft. ellen 2015. év márciusában megindított felszámolási eljárásnak semmiféle hatása nincs a Rainbow Üzletlánc Kft. által üzemeltetett boltok működésére, a felszámolási eljárás a Rainbow Üzletlánc Kft. által üzemeltetett Alexandra boltokkal nem hozható sem jogi, sem gazdasági összefüggésbe.

A Rainbow Üzletlánc Kft. által Alexandra márkanév alatt üzemeltetett könyvesboltok a Pécsi Direkt Kft. ellen folyamatban lévő felszámolási eljárástól függetlenül működnek.";https://index.hu/kultur/2015/05/08/helyreigazitas_alexandra/;2015/05/08;17:06;1
937;29;Átlátszó: Kamumunkáért fizetett az állam a TEK-nek;https://index.hu/belfold/2013/12/06/atlatszo_kamumunkaert_fizetett_az_allam_a_tek-nek/;2013/12/06;16:56;"Valótlanul állítottuk, hogy olyan munkaórákat is kifizetett az állam a Terrorelhárítási Központnak, amiket munkatársai nem dolgoztak le.

Azon valós tényt, hogy az árvíz ideje alatt a híradások első sorban arról szóltak, hogy a terrorelhárítók készenlétben vannak, abban a hamis színben tüntettük fel, hogy a terrorelhárítók annak ellenére részesültek magas összegű állami támogatásban, hogy ténylegesen munkát az árvízi védekezés során mindössze három alkalommal végeztek.";https://index.hu/belfold/2015/02/24/helyreigazitas/;2015/02/24;18:53;
938;29;Hatszázmilliót és drága ingatlant ad a milliárdos bankárnak a kormány;https://index.hu/kultur/2015/01/05/hatszaz_millioval_es_a_varkert_bazarral_kedveskedik_a_milliardos_bankarnak_a_kormany/;2015/01/05;15:41;Nem helyénvaló az az állítás, miszerint a Várkert Bazár teljes egésze üresen áll, hiszen A Várkert Bazár 2014 augusztus végi megnyitása óta a déli palotákban és az északi, úgy nevezett Testőrpalotában folyamatosan vannak ideiglenes kiállítások.;;;;1
939;29;Egymást mártják be a bírósági végrehajtók;https://index.hu/belfold/2013/01/04/egymast_martjak_be_a_birosagi_vegrehajtok/;2013/01/04;15:17;"A 2013. január 4-én közzétett „Egymást mártják be a bírósági végrehajtók” című közleményünkben

- valótlanul állítottuk, hogy dr. Zoltán Hunor Csaba 2011-ben egy parlamenti bizottsági nyilvános ülésen megvádolta saját szakmai szervezetét;

- valótlanul állítottuk, hogy Zoltánék elkülönültek a hivatalos vezetéstől;

- azt a valós tényt, hogy dr. Zoltán Hunor Csaba végrehajtási eljárás keretében szerezte meg a Zalakaros 3597/2 hrsz-ú ingatlan tulajdonjogát, olyan hamis színben tüntettük fel, mintha „nepperként” jogszabályba ütköző módon szerezte volna meg azt.";https://index.hu/belfold/2014/10/14/helyreigazitas/;2014/10/14;21:16;0
940;29;Megint durván kozmetikázza a nézettségét az MTVA;https://index.hu/kultur/media/2014/09/30/megint_durvan_kozmetikazza_a_nezettseget_az_mtva/;2014/09/30;15:47;"A 2014. szeptember 30. napján 15:47 órakor megjelent ""Megint durván kozmetikázza a nézettségét az MTVA"" c. cikkünkben valótlanul állítottuk, hogy ""Rákay Philip pántlikás, kakastollas, nagy közös máglyás, kolbászfesztiválos műsorfolyamára és kísérő rendezvényeire 600 millió forintot költött el a közmédia"". Ezzel szemben a valóság az, hogy a Szent Mihály-napi programokhoz kapcsolódóan, a programban résztvevő települések részére nyújtandó támogatásokról nem a közsszolgálati média, hanem Magyarország belügyminisztériuma rendelkezett.";https://index.hu/kultur/2014/10/13/helyreigazitas/;2014/10/13;18:41;0
941;29;Idióta Hunvaldéknak megmondtam: lopni az tud, aki profi;https://index.hu/belfold/2014/09/23/garabits/;2014/09/23;15:05;2014. szeptember 23-án megjelent A baloldal jelöltje lopni tanít című cikkünkben a dr. Gabarits Károlynak tulajdonított hangfelvételekre úgy hivatkoztunk, hogy annak valódiságáról, eredetiségéről és manipulálatlanságáról kétséget kizáró módon nem győződtünk meg. A kellő körültekintés nélkül felhasznált hangfelvételen elhangzó állítások valóságtartalmát igazoló bizonyíték azóta sem került birtokunkba, ezért a hangfelvételek állítólagos elhangzása idején még a Fidesz-MPP dolgozó dr. Gabarits Károly és minden érintett elnézését kérjük.;;;;1
942;29;Ismét egymilliárd forintot kap Philip műsora;https://index.hu/kultur/media/2014/09/05/ismet_egymilliard_forintot_kap_philip_musora/;2014/09/05;10:57;"Ismét egymilliárd forintot kap Philip műsora című cikkünkben a cím és az ahhoz kapcsolódó tartalom olyan hamis látszatot kelt, mintha az MTVA a címben jelzett összegből készítené el az ""Itthon vagy - Magyarország, szeretlek"" című műsort. Ezzel szemben a valóság az, hogy a Szent Mihály-napi programokhoz kapcsolódóan megítélt támogatást nem a közszolgálati média, hanem a pályázó települések kapják. ";https://index.hu/kultur/media/2014/09/10/helyreigazitas/;2014/09/10;20:31;0
943;29;L. Simon idén 72 millió forintot adott a haveri cégeknek;https://index.hu/kultur/media/2014/08/14/l._simon_iden_72_millio_forintot_adott_a_haveri_cegeknek/;2014/08/14;10:34;Cikkünben valótlanul állítottuk, hogy L. Simon László idén 72 millió forintot adott a haveri cégeknek, illetve a Népszabadság cikkére hivatkozással valótlanul híreszteltük, hogy a miniszterelnökségi állantitkár önkényesen dönt százmilliókról. A fenti kijelentésekkel és cikkünkkel azt a hamis látszatott keltettük, mintha L. Simon László egyedül és önkényesen döntene százmilliókról, támogatások és megrendelések odaítéléséről, és azokat haveri cégek részére juttatná. Ezzel szemben a valóság az, hogy L. Simon László nem adott haveri cégeknek 72 millió forintot. Nem döntött és nem is dönt egyedül, ill. önkényesen százmilliókról, támogatások és megrendelések odaítéléséről. ;https://index.hu/kultur/media/2014/09/08/helyreigazitas/;2014/09/08;18:14;0
944;29;Hány nagyvárost foglalhat vissza a baloldal?;https://index.hu/belfold/2014/08/11/hany_nagyvarost_foglalhat_vissza_a_baloldal/;2014/08/11;08:54;"2014. augusztus 11-én megjelent, „Hány nagyvárost foglalhat vissza a baloldal?” című cikkben valótlanul állítottuk, hogy a Jobbik Székesfehérváron Gál Péter Pált, a helyi szervezetének alapító elnökét, az önkormányzat vagyongazdálkodási bizottságának elnökét indítja, aki Szent István-programot hirdetett, hogy az erőskezű uralkodó hagyományainak megfelelően ismét erős város épüljön.

A valóság ezzel szemben az, hogy Gál Péter Pál már nem tagja a Jobbiknak, onnan 2012 februárjában kilépett, nem lesz a párt polgármesterjelöltje Székesfehérváron, és így természetesen programot sem hirdetett.

Valótlanul állítottuk azt is, hogy Gál Péter Pál a székesfehérvári önkormányzat vagyongazdálkodási bizottságának elnöke lenne. Székesfehérvár Megyei Jogú Város Önkormányzata Közgyűlésének 2010 óta nincs is vagyongazdálkodási bizottsága, így annak Gál Péter Pál nem is lehet az elnöke, illetve mivel korábban az önkormányzati képviselői mandátumáról is lemondott, 2012 februárja óta még akkor sem tölthetné be ezen bizottság elnöki tisztségét, ha létezne ilyen bizottság.

A tévedésért az érintettek és olvasóink szíves elnézését kérjük.";https://index.hu/belfold/2014/08/12/helyreigazitas/;2014/08/12;15:59;1
945;29;1400 forint a csodaszer literje;https://index.hu/tudomany/egeszseg/2014/01/24/1400_forint_a_csodaszer_literje/;2014/01/24;11:42;"Honlapunk 2014. 01.24-i számában ""1400 forint a csodaszer literje"" címmel megjelent írásunkban megalapozatlanul keltettünk olyan látszatot, hogy a HYD Kft. által működtetett honlap csak a megkeresésünk után változtatott volna a jogszabálysértő tartalmakon. Megalapozatlanul állítottuk továbbá, hogy a cég ügyvezetője, dr. Somlyai Gábor szerint a cikkben nyilatkozó szakértők, hatóságok a HYD Kft. ellen dolgoznának.";https://index.hu/tudomany/2014/08/11/helyreigazitas/;2014/08/11;20:36;0
946;29;Az ország legönzetlenebb politikusa – megteheti;https://index.hu/belfold/2013/03/06/az_orszag_legonzetlenebb_politikusa_-_megteheti/;2013/03/06;08:38;2013. március 6-án 8 óra 38 perckor „Az ország legönzetlenebb politikusa – megteheti” címmel megjelent cikkünkben valótlanul állítottuk, hogy dr. Seszták Miklós, a KDNP országgyűlési képviselője a Kisvárdai Járási Hivatal elhelyezésével kapcsolatban ingatlanvásárlást titkolt el, továbbá annak híresztelésével, hogy „a hivatalos közlés szerint a több tízmillió forintot érő irodaház ügyével a politikus érintettsége ellenére is minden rendben van” olyan hamis színben tüntettük fel a valóságot, mintha dr. Seszták Miklós személye miatt nem lenne szabályos az elhelyezés. A valóságban az ingatlanvásárlás nyilvánosan megismerhető volt, a Járási Hivatal elhelyezése szabályos volt.;https://index.hu/belfold/2014/07/03/helyreigazitas/;2014/07/03;17:22;0
947;29;A dzsúdós gimnazista, akitől már fél Európa;https://index.hu/sport/2014/04/23/a_dzsudos_gimnazista_akitol_mar_retteg_europa/;2014/04/23;22:50;"Az Index.hu internetes újság Sport Géza rovatában 2014. április 23. napján megjelent „A dzsúdós gimnazista, akitől már fél Európa” című írásban hamisan állítottuk, hogy, csak szavakban fontos Gercsák Szabina Miskolcnak, és a szavakon kívül anyagi támogatásban nem részesül.

Fenti állítással szemben az a valóság, hogy Miskolc Megyei Jogú Város Önkormányzata anyagilag is támogatja a sportolót. A rendszeres anyagi juttatáson kívül a kiváló sportoló kiemelkedő teljesítményéért 2013 év végén pénzjutalomban is részesült, valamint Gercsák Szabina klubjának, a HELL Miskolc Judo Club franciaországi edzőtáborozását Miskolc Város Önkormányzata – polgármesteri mecénás keretéből – szintén 2013 évben 500.000,- Ft összeggel támogatta.";https://index.hu/sport/2014/06/18/helyreigazitas/;2014/06/18;19:47;0
948;29;Duplaannyiért fotózzák a tesifelelőst, mint Orbánt;https://index.hu/belfold/2013/11/26/duplaannyiert_fotozzak_a_tesifelelost_mint_orbant/;2013/11/26;14:39;"Hírportálunkon 2013. november 26. napján megjelent „Dupla annyiért fotózzák a tesifelelőst mint Orbánt” című cikkünkben a cikk főcímében és az ahhoz illusztrációként elhelyezett képpel azt a hamis látszatot keltettük, hogy kizárólag Balogh Gábor fotózására kapott volna bárki megbízást a Magyar Diáksport Szövetség (MDSZ) által megvalósított kiemelt projekt keretén belül.

Annak közlésével, hogy „Nem fukarkodik a szolgáltatásokért kifizetett pénzekkel az új testnevelési stratégia készítője”, valamint „az idén 700 millió körüli összeget sikerül majd elkölteni” fordulatokkal az a hamis látszatot keltettük, hogy az MDSZ az általa megvalósított kiemelt projekttel összefüggésben szükségtelen, aránytalan, a szakmai tartalom megvalósítása szempontjából nem indokolt szolgáltatásokat rendelnek.

Valótlanul állítottuk, hogy az MDSZ főleg közbeszerzés nélkül, a maga által kiválasztott cégeknél költi a pénzt, miután a szolgáltatások többségét, grafikai tervezést, fotózást, IT-szolgáltatást, rendezvényszervezést épp a 25 milliós közbeszerzési értékhatár alatt rendelték meg.

Valótlanul állítottuk azt, hogy az uniós tenderen kifejezetten az új stratégia és a fizikai állapot mérési rendszerének kialakítása tárgyában lehetett pályázni.

Annak közlése, hogy „a pénzt egyetlen pályázóként teljes egészében a Balogh Gábor miniszterelnöki tanácsadó elnökletével működő szövetség nyerte el” azt a hamis látszatot kelti, hogy a kiemelt projekt megvalósítására kizárólag az MDSZ pályázhatott, illetve hogy Balogh Gábor miniszterelnöki tanácsadói pozíciója és az MDSZ nyertessége között összefüggés lenne.";https://index.hu/belfold/2014/05/27/helyreigazitas/;2014/05/27;18:13;1
949;29;Vegyen magának focipályát Kőbányán!;https://index.hu/gazdasag/ingatlan/2013/11/26/elado_egy_focipalya/;2013/11/26;16:14;"Lapunk 2013.november 26-án „Vegyen magának focipályát Kőbányán!” címmel megjelent írásában, annak eredeti verziójában valótlanul állítottuk, hogy a Kőér utcai sporttelep tulajdonosa az Iparszövetség. Az ingatlan tulajdonosa a Magyar Iparszövetség Szociális, Kulturális és Sport Alapítvány. Valótlanul híreszteltük, hogy az ingatlant használó Pénzügyőr SE részére biztosítania kell átmeneti ideig, ha a szerződése felmondásra kerül, az ingatlan értékesítésre kerül egy hasonló helyet a tulajdonosnak, mivel az ingatlant használó Pénzügyőr SE bérlővel szemben az ingatlan tulajdonosát, az Iparszövetség alapítványát elhelyezési kötelezettség nem terheli, a bérleti szerződés rendes felmondással megszüntethető, felmondható.
QP | Quality Placement

Fenti címen olvasható cikkünk jelenleg már fenti helyreigazítást tartalmazva javított formában olvasható.";https://index.hu/gazdasag/2014/03/12/helyreigazitas/;2014/03/12;17:23;0
950;29;15 éves fiú halt meg a Foxconn-gyárban;https://index.hu/tech/2013/12/13/15_eves_fiu_halt_meg_a_foxconn-gyarban/;2013/12/13;11:56;Az Index Tech rovatában 2013. december 13-án „15 éves fiú halt meg a Foxconn-gyárban” címmel megjelent cikkünk címében tévesen állítottuk, hogy az eset a Foxconn-gyárban történt. Az eset valójában a Foxconntól teljesen független Pegatron sanghaji gyárában történt. A tévedésért elnézést kérünk az érintettektől és olvasóinktól.;https://index.hu/tech/2014/01/31/helyreigazitas/;2014/01/31;18:00;1
951;29;Papcsák: Összeesküvés a kenőpénzvád;https://index.hu/belfold/2013/09/25/papcsak_nem_sutogethetik_tovabb_a_pecsenyejuket/;2013/09/25;13:12;"Valótlanul híreszteltük, hogy a zuglói önkormányzat vagyonkezelője vezérigazgatójának, Mazsu Gergelynek 100 millió forint kenőpénzt volt kénytelen fizetni egy vállalkozó.

Ezzel szemben a valóság az, hogy Mazsu Gergely egyetlen vállalkozótól sem kért, és nem is kapott kenőpénzt.";https://index.hu/belfold/2014/01/30/helyreigazitas/;2014/01/30;17:51;0
952;29;Eladták a Tv2-t;https://index.hu/kultur/media/2013/12/21/eladtak_a_tv2-t/;2013/12/21;11:06;"2013. december 21. napján cikkünk valótlanul állította azt, miszerint Simon Zsolt beismerte, hogy a TV2 vásárlása kapcsán magyar befektetők állnak mögötte, de azt nem árulta el, hogy azok kik.  

A fentiekkel ellentétben a valóság az - ahogyan azt a ProSiebenSat.1 2013.12.23-án kiadott sajtóközleménye világosan tartalmazza -, hogy a P7S1 médiavállalat az MTM-SBS Zrt-t (azaz a TV2-t) 100 %-os management buyout (MBO) révén a TV-HU1 Kft-nek és a TV-CEE1 Kft-nek adta el, amely cégek tulajdonosai 50-50%-ban Simon Zsolt, a TV2 vezérigazgatója és Yvonne Dederick, gazdasági igazgató.";https://index.hu/kultur/media/2014/01/24/helyreigazitas/;2014/01/24;16:33;0
953;29;Eltitkolta jutalmát a kisvárdai polgármester;https://index.hu/belfold/2013/02/19/eltitkolta_jutalmat_a_kisvardai_polgarmester/;2013/02/19;15:33;A 2013. február 19. napján 15 óra 33 perckor megjelent cikkünkben valótlanul állítottuk, hogy Leleszi Tibor kisvárdai polgármester a jutalmát eltitkolta. A valóságban Leleszi Tibor polgármester nem titkolta el a jutalmát, az erre vonatkozó önkormányzati döntés nyilvánosan megismerhető volt. A tévedésért elnézést kérünk a polgármester úrtól.;https://index.hu/belfold/2013/10/10/helyreigazitas/;2013/10/10;16:53;1
954;29;Pénzügyi háború az iGO My Way fejlesztőjénél;https://index.hu/gazdasag/magyar/2012/05/04/penzugyi_haboru_az_igo_my_way_fejlesztojenel/;2012/05/04;13:03;"Honlapunkon 2012. május 4-én ""Pénzügyi háború az iGo My Way"" címmel megjelent írásban azt a valós tényt, hogy a Budapest Környéki Törvényszék peren kívüli eljárásban, egy közjegyzői okirat végrehajtási záradékát törölte, olyan hamis színben tüntettük fel, mintha a bíróság a felek közötti perben a szerződés szegés és jogkövetkezményei tárgyában olyan jogerős ítéletet hozott volna, ami szerint a felperes G.P.S. & More Ltd., kötbér követelése megalapozatlan.";https://index.hu/gazdasag/2013/09/10/helyreigazitas/;2013/09/10;17:44;0
955;29;Nem ment el egy hét alatt a 18 milliárdos adóssághegy;https://index.hu/belfold/2012/07/06/nem_ment_el_egy_het_alatt_a_18_milliardos_adossaghegy/;2012/07/06;12:58;A honlapunkon 2012. július 6-án közzétett, „Nem ment el egy hét alatt a 18 milliárdos adóssághegy” című cikkünkben valótlanul állítottuk, hogy az MKK Magyar Követeléskezelő Zrt. az általa 2012. júniusában értékesítésre felajánlott 17,8 milliárd értékű követeléscsomag értékesítésébe bevonta Kovács Sándor, elítélt volt felszámolóbiztost. Valótlanul állítottuk továbbá, hogy a követeléscsomag értékesítése kapcsán Koleszár István, az MKK Zrt. alkalmazottja az Index.hu internetes újság részére nyilatkozatot adott.;https://index.hu/belfold/2013/09/10/helyreigazitas/;2013/09/10;17:44;0
956;29;Elítélt volt a tévedésből bevitt gyanúsított;https://index.hu/belfold/2013/05/29/elitelt_volt_a_tevedesbol_bevitt_gyanusitott/;2013/05/29;17:38;"Helyreigazítás a www.index.hu honlapján 2013. május 29. napján „Elítélt volt a tévedésből bevitt gyanúsított” címmel megjelent cikkben közölt valótlan állításainkkal összefüggésben:

Valótlanul közöltük, hogy emberölési kísérlet miatt ítélték el 2003-ban a szolnoki Pintér Istvánt.

Fenti állításainkkal ellentétben a valóság az, hogy Pintér Istvánt emberölés kísérlete miatt soha nem ítélték el.";https://index.hu/belfold/2013/07/24/helyreigazitas/;2013/07/24;16:49;0
957;29;Még a diplomaosztót is kiszervezték Miskolcon;https://index.hu/belfold/2013/04/26/meg_a_diplomaosztot_is_kiszerveztek_miskolcon/;2013/04/26;14:00;Pénteki, a Miskolci Egyetem különös kiszervezési gyakorlatáról szóló cikkünkben tévesen Molnár Lászlót, az egyetem marketing- és közgazdaságtan-oktatóját neveztük meg az egyetemmel szerződésben álló Hexagon Family Bt. beltagjaként. Valójában nem ő, hanem a Szerszámgépek-tanszék szintén Molnár László nevű nyugalmazott docense az egyetemtől mintegy 30 milliós bevételre szert tevő Bt. beltagja. A hibáért elnézést kérünk.;https://index.hu/belfold/2013/04/26/helyreigazitas_miskolci_egyetem/;2013/04/26;19:38;0
958;29;Temető csontokkal eladó;https://index.hu/belfold/budapest/2012/08/19/eladjak_a_sashalmi_temetot/;2012/08/19;18:28;"Az Index.hu-n 2012. augusztus 19-én megjelent ""Temető csontokkal eladó"" című írásban azt a hamis látszatot keltettük, mintha a Prohászka Ottokár utca és az Emlékkő utca által határolt területen kialakított telkeket a XVI. kerületi önkormányzat a cikk megjelenésekor is értékesítené. Ezzel szemben a valóság az, hogy az önkormányzat 2012. június 19-én leállította a telkek eladását.

A cikkben valótlanul állítottuk, hogy az önkormányzat óriásplakátokon árulja a telkeket. Ezzel szemben a valóság az, hogy a telkeket óriásplakátokon nem hirdették értékesítésre.";https://index.hu/belfold/2013/04/10/helyreigazitas/;2013/04/10;18:38;1
959;29;Jakupcsek talkshow-t kap az m1-en;https://index.hu/kultur/media/2013/02/07/jakupcsek_talkshow-t_kap_az_m1-en/;2013/02/07;14:54;"Internetes lapunk Kult rovatában 2013. február 7. napján megjenet ""Jakupcsek talkshowt kap az m1-en"" című cikkének állítása nem felel meg a valóságnak.

Nem igaz, hogy a cikkünkben általunk feltételezett, az m1 tévécsatornán Jakupcsek Gabriella által vezetni vélt új talkshow műsort Jáksó László produkciós cége készítené. Az m1 csatornánál új műsor készítésére sem Jáksó Lászlónak, sem a Marslakók tévésorozatot korábban gyártó cégnek nincs szerződése jelenleg és Jáksó László állítása szerint ilyet a felek a jövőben sem kívánnak kötni.";https://index.hu/kultur/media/2013/02/22/helyreigazitas/;2013/02/22;13:13;0
960;29;Dörner kirúgta Galkó Balázst;https://index.hu/kultur/2012/02/15/kirugta_dorner_galko_balazst/;2012/02/15;16:15;A 2012. február 15-én kelt „Dörner kirúgta Galkó Balázst” című cikkünkben megalapozatlanul híreszteltük Galkó Balázs naplójára hivatkozással azt, hogy Dörner György azt mondta volna Galkó Balázsnak a megbeszélésen, hogy „itt mostantól csupa olyan ember lesz a társulat tagja, aki hisz Istenben, aki tudja, hogy léteznek másfajta dimenziók, amiket nem tudunk tapasztalni, olyanok is”. Valótlanul állítottuk továbbá, hogy 2012. február 15-én Dörner kirúgta Galkó Balázst.;https://index.hu/kultur/2012/12/14/helyreigazitas/;2012/12/14;16:27;0
961;29;Balhés Fidesz-szervezetet cserél külföldi munkára az alpolgármester;https://index.hu/belfold/2012/10/26/nem_a_kulfold_vonzza_inkabb_menekul_a_siklosi_fideszes/;2012/10/26;12:53;"Az Index 2012. október 26-án megjelent, Balhés Fidesz-szervezetet cserél külföldi munkára az alpolgármester című cikkünk keretes részében valótlanul állítottuk, hogy a Fideszt 2011-ben 3 millió forinttal, az adakozó magánszemélyek közül a legnagyobb összeggel támogató Kalmár László azonos a Fidesz siklósi önkormányzati frakciójában ülő Kalmár Lászlóval. (A cikkből a keretes részt töröltük.)

A cikkben állítottakkal szemben a valóság az, hogy a siklósi Kalmár László nem támogatta egyetlen fillérrel sem a Fideszt.";https://index.hu/belfold/2012/11/09/helyreigazitas/;2012/11/09;16:59;0
962;29;Nyomoznak az Emfesz egydolláros eladása miatt;https://index.hu/gazdasag/magyar/2009/06/22/nyomoznak_az_emfesz_egy_dollaros_eladasa_miatt/;2009/06/22;12:33;"2009. június 22-én közzétett ""Nyomoznak az EMFESZ egydolláros eladása miatt"" című cikkünkben valótlanul állítottuk, hogy Horváth J. Ferenc, a Magyar Energia Hivatal (MEH) vezetője részt vett volna az EMFESZ korábbi tulajdonosát kijátszó üzlet titkos előkészítésében.

Valótlanul állítottuk, hogy őt Hónig Péter energiaügyi miniszter az ügy miatt magához rendelte volna, ilyen eset nem történt.";https://index.hu/belfold/hirek/2009/10/16/helyreigazitas/;2009/10/16;20:01;0
963;29;Gyanúsítottként hallgatták ki az MTV egykori elnökét;https://index.hu/kultur/media/2012/06/13/gyanusitottkent_hallgattak_ki_az_mtv_egykori_elnoket/;2012/06/13;17:49;"Valótlanul állítottuk és híreszteltük a 2012. június 13. napján „Gyanúsítottként hallgatták ki az MTV egykori elnökét” címmel megjelent cikkben, hogy Rudi Zoltán a 2012. június 13. napján történt rendőrségi kihallgatásán nem tett vallomást. Ezzel szemben a valóság az, hogy Rudi Zoltán vallomást tett, ártatlannak vallotta magát, és vállalta, hogy a rendőrséggel mindenben együtt működik, minden kérdésre érdemben válaszol.

Valótlanul állítottuk azt is, hogy az MTV volt elnökét a Szabadság téri székház eladásával összefüggésben hallgatták volna ki gyanúsítottként. Ezzel szemben a valóság az, hogy Rudi Zoltánnak az MTV régi székházának értékesítéséhez nem volt köze, az értékesítés kormányhatározat alapján történt. A székházat 1999-ben az ÁPV Rt. Értékesítette, amely időpontban még nem Rudi Zoltán volt az MTV elnöke.

A valóságot hamis színben tünteti fel a cikk azzal a megfogalmazással, hogy „az ő (mármint Rudi Zoltán) elnöksége alatt írták volna alá azt a szerződést, mely szerint a Wallis tulajdonába került 7,4 milliárd forintért a Milleniumi Média Kft...”, mely kijelentéssel hamisan azt a látszatot kelti, mintha Rudi Zoltánnak a Milleniumi Média Kft. értékesítésére bármiféle befolyása lett volna.

Az MTV-nek nem volt cége az előző székház eladása és az új székház bérlete kapcsén a régi székház eladásakor és az új székház építésekor. A Millenium Média Kft. az ÁPV Rt. tulajdona volt, azt az ÁPV Rt. hozta létre, majd ezt követően ő értékesítette a Wallis Ingatlan Zrt-nek, - mégpedig az MTV és Rudi Zoltán előzetes értesítése és tudta nélkül. A Millenium Média Kft-hez, illetve ahhoz, hogy ezen társaságot Wallis Ingatlan Zrt. megvásárolta a releváns időszakban sem a köztévének, sem a köztévé akkori elnökének semmiféle köze nem volt.

Nem valós azon megállapítás sem, hogy a székházbérleti szerződés időtartama 40 év lenne. Ezzel szemben a bérleti szerződés 22 évre szól, amely további 18 évvel meghosszabbítható, azaz 2007 márciusától számítva 22 év múlva azt fel lehet mondani.

A bérleti díjakkal kapcsolatos megállapítások sem fedi a valóságot, ezzel szemben tény az, hogy az MTV egyrészt bérleti, másrészt azonban üzemeltetési díjat fizet. Az üzemeltetési díjak körébe számos, az MTV székházának fenntartása kapcsán mindenképpen felmerülő költség tartozik, pl. az őrzés, a takarítás, karbantartás stb... Ezen költségek a szerződésben kikötött díj egyharmadát jelentik, és amennyiben nem a bérbeadóval állapodik meg az MTV azok viselésében, úgy ezen tevékenységek ellátására külön-külön szerződéseket kellett volna kötni, nyilvánvalóan a bérleti szerződésben meghatározott üzemeltetési díj már jóval magasabb összegben.

A cikkben foglalt valótlan állítások miatt Rudi Zoltántól elnézést kérünk.";https://index.hu/kultur/media/2012/06/27/helyreigazitas/;2012/06/27;21:44;0
